0.000000	0.674622
0.000977	0.678101
0.001953	0.553192
0.002930	0.109192
0.003906	0.512299
0.004883	0.768219
0.005859	0.499847
0.006836	-0.241211
0.007812	0.045532
0.008789	0.350098
0.009766	-0.552063
0.010742	-0.890198
0.011719	-0.895630
0.012695	-0.595154
0.013672	-0.025146
0.014648	-0.432922
0.015625	-0.296143
0.016602	0.776611
0.017578	1.000000
0.018555	0.203125
0.019531	1.000000
0.020508	0.341400
0.021484	0.294098
0.022461	0.000916
0.023437	0.170227
0.024414	-0.401581
0.025391	-0.007629
0.026367	-1.000000
0.027344	-0.132935
0.028320	-0.860565
0.029297	0.381287
0.030273	-0.217041
0.031250	-0.585754
0.032227	0.385620
0.033203	0.083771
0.034180	0.372406
0.035156	0.461853
0.036133	0.100769
0.037109	0.036407
0.038086	-0.364288
0.039062	-0.331848
0.040039	-0.136627
0.041016	-0.548706
0.041992	0.233978
0.042969	-0.659180
0.043945	-0.202484
0.044922	0.523163
0.045898	0.458099
0.046875	0.104462
0.047852	0.860077
0.048828	0.111481
0.049805	0.156342
0.050781	0.276886
0.051758	0.195251
0.052734	-0.026184
0.053711	0.340820
0.054687	-0.326477
0.055664	0.061707
0.056641	-0.473022
0.057617	-0.988739
0.058594	-0.793610
0.059570	-0.245148
0.060547	-0.447632
0.061523	-0.545959
0.062500	-0.577789
0.063477	0.257782
0.064453	0.545258
0.065430	0.769531
0.066406	0.451508
0.067383	0.275543
0.068359	0.846375
0.069336	0.136017
0.070312	0.127075
0.071289	-0.285431
0.072266	-0.197083
0.073242	-0.949005
0.074219	-0.656982
0.075195	-0.577209
0.076172	-0.556824
0.077148	-0.212738
0.078125	0.273163
0.079102	0.400360
0.080078	-0.129120
0.081055	0.533936
0.082031	0.038910
0.083008	0.038330
0.083984	-0.431976
0.084961	0.101440
0.085937	-0.024231
0.086914	-0.329803
0.087891	-0.579956
0.088867	-0.716309
0.089844	-0.578949
0.090820	-0.884766
0.091797	-0.466064
0.092773	0.130035
0.093750	0.138763
0.094727	0.072662
0.095703	0.268463
0.096680	0.541504
0.097656	0.578278
0.098633	0.640717
0.099609	0.217346
0.100586	0.127502
0.101562	0.370758
0.102539	0.096710
0.103516	-0.247467
0.104492	-0.698669
0.105469	0.162140
0.106445	-0.789551
0.107422	-0.316772
0.108398	-0.107300
0.109375	-0.286896
0.110352	0.894989
0.111328	0.616974
0.112305	0.200806
0.113281	0.425446
0.114258	-0.562622
0.115234	0.403259
0.116211	-0.126740
0.117187	0.082672
0.118164	-0.531769
0.119141	-0.326141
0.120117	-0.949890
0.121094	-0.125549
0.122070	-1.000000
0.123047	-0.712463
0.124023	-0.597076
