% Langmuir characteristic curve

% U (Volt)	I (A)
67.580002	-2.683373E-7
67.589996	-1.584413E-7
67.595001	-4.374888E-7
67.599998	-5.052425E-7
67.605003	-2.091983E-7
67.610001	-4.122267E-7
67.620003	-3.064051E-7
67.625000	-2.556480E-7
67.629997	-1.414446E-7
67.635002	-1.372537E-7
67.639999	-1.203734E-7
67.650002	-1.076842E-7
67.654999	-1.541339E-7
67.660004	-1.499429E-7
67.665001	-2.048910E-7
67.669998	-3.360910E-7
67.680000	-3.234018E-7
67.684998	-1.668232E-7
67.690002	-3.149034E-7
67.695000	-3.402820E-7
67.699997	-3.698515E-7
67.709999	-2.683373E-7
67.714996	-2.302695E-7
67.720001	-2.345769E-7
67.724998	-1.245644E-7
67.730003	-1.160661E-7
67.739998	-1.838198E-7
67.745003	-1.414446E-7
67.750000	6.519258E-9
67.754997	-2.683373E-7
67.760002	-3.402820E-7
67.769997	-2.472661E-7
67.775002	-3.360910E-7
67.779999	-2.641464E-7
67.785004	-3.107125E-7
67.790001	-3.487803E-7
67.800003	-2.556480E-7
67.805000	-2.302695E-7
67.809998	-2.048910E-7
67.815002	-1.668232E-7
67.820000	-2.641464E-7
67.830002	-1.584413E-7
67.834999	2.770685E-8
67.839996	-1.795124E-7
67.845001	-2.091983E-7
67.849998	-2.007000E-7
67.860001	-3.444729E-7
67.864998	-2.937159E-7
67.870003	-3.234018E-7
67.875000	-2.853340E-7
67.879997	-3.487803E-7
67.889999	-2.726447E-7
67.894997	-4.079193E-7
67.900002	-6.542541E-8
67.904999	-1.753215E-7
67.910004	-1.626322E-7
67.919998	-9.499490E-8
67.925003	-1.457520E-7
67.930000	-1.203734E-7
67.934998	-1.753215E-7
67.940002	-2.048910E-7
67.949997	-1.330627E-7
67.955002	-3.698515E-7
67.959999	-3.741588E-7
67.964996	-1.414446E-7
67.970001	-3.868481E-7
67.980003	-2.472661E-7
67.985001	-2.007000E-7
67.989998	-2.683373E-7
67.995003	-9.499490E-8
68.000000	-5.273614E-8
68.010002	-3.573950E-8
68.014999	8.684583E-8
68.019997	-1.965091E-7
68.025002	-1.753215E-7
68.029999	-9.080395E-8
68.040001	-2.895249E-7
68.044998	-1.414446E-7
68.050003	-4.713656E-7
68.055000	-4.122267E-7
68.059998	-4.417961E-7
68.070000	-1.965091E-7
68.074997	-3.952300E-7
68.080002	-2.302695E-7
68.084999	-1.414446E-7
68.089996	-1.330627E-7
68.099998	6.577466E-8
68.105003	-4.004687E-8
68.110001	-2.387678E-7
68.114998	-2.937159E-7
68.120003	-2.937159E-7
68.129997	-3.234018E-7
68.135002	-2.726447E-7
68.139999	-1.203734E-7
68.144997	-3.149034E-7
68.150002	-2.810266E-7
68.160004	-3.952300E-7
68.165001	-2.218876E-7
68.169998	-2.726447E-7
68.175003	-7.811468E-8
68.180000	-9.080395E-8
68.190002	-1.838198E-7
68.195000	-2.735760E-8
68.199997	-1.036096E-8
68.205002	-1.922017E-7
68.209999	-1.287553E-7
68.220001	-1.245644E-7
68.224998	-2.556480E-7
68.230003	-2.048910E-7
68.235001	-3.529713E-7
68.239998	-2.556480E-7
68.250000	-3.275927E-7
68.254997	-3.107125E-7
68.260002	-1.838198E-7
68.264999	-1.287553E-7
68.269997	-8.230563E-8
68.279999	-3.154855E-8
68.285004	1.920853E-8
68.290001	-4.004687E-8
68.294998	1.080334E-7
68.300003	-1.414446E-7
68.309998	-2.726447E-7
68.315002	-2.091983E-7
68.320000	-2.260786E-7
68.324997	-2.345769E-7
68.330002	-3.190944E-7
68.339996	-1.499429E-7
68.345001	-2.302695E-7
68.349998	-1.414446E-7
68.355003	-1.160661E-7
68.360001	1.334120E-7
68.370003	-2.895249E-7
68.375000	1.920853E-8
68.379997	-1.541339E-7
68.385002	-6.170012E-9
68.389999	-1.245644E-7
68.400002	-1.160661E-7
68.404999	-1.372537E-7
68.410004	-3.064051E-7
68.415001	-2.175802E-7
68.419998	-3.107125E-7
68.430000	6.519258E-9
68.434998	-2.683373E-7
68.440002	-9.499490E-8
68.445000	1.920853E-8
68.449997	-6.961636E-8
68.459999	-2.735760E-8
68.464996	4.877802E-8
68.470001	1.165317E-7
68.474998	7.415656E-8
68.485001	4.039612E-8
68.489998	1.071021E-8
68.495003	6.996561E-8
68.500000	-1.372537E-7
68.504997	5.308539E-8
68.514999	-1.287553E-7
68.519997	-4.004687E-8
68.525002	-1.118751E-7
