0.000000E+0 -8.863114E-1 3.081443E-5
9.765600E-4 3.873821E+0 3.081443E-5
1.953120E-3 1.246902E-1 3.081443E-5
2.929680E-3 -3.961441E+0 3.081443E-5
3.906240E-3 4.616907E-1 3.081443E-5
4.882800E-3 3.831696E+0 3.081443E-5
5.859360E-3 -1.223312E+0 -4.219452E-3
6.835920E-3 -3.666566E+0 -4.219452E-3
7.812480E-3 1.725443E+0 3.081443E-5
8.789040E-3 3.284070E+0 3.081443E-5
9.765600E-3 -2.402814E+0 3.081443E-5
1.074216E-2 -2.908314E+0 3.081443E-5
1.171872E-2 2.862819E+0 3.081443E-5
1.269528E-2 2.357319E+0 3.081443E-5
1.367184E-2 -3.329565E+0 3.081443E-5
1.464840E-2 -1.897313E+0 3.081443E-5
1.562496E-2 3.578946E+0 3.081443E-5
1.660152E-2 1.177817E+0 3.081443E-5
1.757808E-2 -3.835066E+0 3.081443E-5
1.855464E-2 -5.493108E-1 3.081443E-5
1.953120E-2 3.958071E+0 3.081443E-5
2.050776E-2 -2.123103E-1 3.081443E-5
2.148432E-2 -3.919316E+0 3.081443E-5
2.246088E-2 7.986912E-1 3.081443E-5
2.343744E-2 3.705321E+0 3.081443E-5
2.441400E-2 -1.518187E+0 3.081443E-5
2.539056E-2 -3.498065E+0 3.081443E-5
2.636712E-2 2.020318E+0 -4.219452E-3
2.734368E-2 3.115570E+0 3.081443E-5
2.832024E-2 -2.655564E+0 -4.219452E-3
2.929680E-2 -2.655564E+0 3.081443E-5
3.027336E-2 3.073445E+0 3.081443E-5
3.124992E-2 2.062443E+0 3.081443E-5
3.222648E-2 -3.498065E+0 3.081443E-5
3.320304E-2 -1.560312E+0 3.081443E-5
3.417960E-2 3.705321E+0 3.081443E-5
3.515616E-2 8.408163E-1 3.081443E-5
3.613272E-2 -3.877191E+0 3.081443E-5
3.710928E-2 -2.544354E-1 3.081443E-5
3.808584E-2 3.958071E+0 3.081443E-5
3.906240E-2 -5.071858E-1 -4.219452E-3
4.003896E-2 -3.835066E+0 3.081443E-5
4.101552E-2 1.135692E+0 -4.219452E-3
4.199208E-2 3.578946E+0 3.081443E-5
4.296864E-2 -1.855188E+0 3.081443E-5
4.394520E-2 -3.329565E+0 3.081443E-5
4.492176E-2 2.315194E+0 3.081443E-5
4.589832E-2 2.862819E+0 3.081443E-5
4.687488E-2 -2.908314E+0 3.081443E-5
4.785144E-2 -2.402814E+0 3.081443E-5
4.882800E-2 3.241945E+0 3.081443E-5
4.980456E-2 1.809693E+0 3.081443E-5
5.078112E-2 -3.624441E+0 3.081443E-5
5.175768E-2 -1.223312E+0 3.081443E-5
5.273424E-2 3.789571E+0 3.081443E-5
5.371080E-2 4.616907E-1 3.081443E-5
5.468736E-2 -3.961441E+0 -4.219452E-3
5.566392E-2 8.256513E-2 3.081443E-5
5.664048E-2 3.873821E+0 3.081443E-5
5.761704E-2 -8.863114E-1 3.081443E-5
5.859360E-2 -3.750816E+0 -4.219452E-3
5.957016E-2 1.430567E+0 3.081443E-5
6.054672E-2 3.494695E+0 3.081443E-5
6.152328E-2 -2.150063E+0 3.081443E-5
6.249984E-2 -3.118940E+0 3.081443E-5
6.347640E-2 2.567944E+0 -4.219452E-3
6.445296E-2 2.610069E+0 3.081443E-5
6.542952E-2 -3.118940E+0 -4.219452E-3
6.640608E-2 -2.192188E+0 3.081443E-5
6.738264E-2 3.452570E+0 3.081443E-5
6.835920E-2 1.472692E+0 -4.219452E-3
