% Langmuir characteristic curve

% U (Volt)	I (A)
70.459999	-1.457520E-7
70.464996	-1.965091E-7
70.470001	-2.472661E-7
70.474998	-1.499429E-7
70.480003	-2.726447E-7
70.489998	-4.004687E-8
70.495003	-1.036096E-8
70.500000	1.714798E-7
70.504997	9.953510E-8
70.510002	2.328306E-9
70.519997	-1.979060E-9
70.525002	-2.735760E-8
70.529999	-1.838198E-7
70.535004	-1.979060E-9
70.540001	6.996561E-8
70.550003	-7.811468E-8
70.555000	-2.768356E-7
70.559998	-1.542503E-7
70.565002	-2.726447E-7
70.570000	-1.880107E-7
70.580002	-4.842877E-8
70.584999	-6.170012E-9
70.589996	1.207227E-7
70.595001	-8.230563E-8
70.599998	-3.154855E-8
70.610001	5.727634E-8
70.614998	2.770685E-8
70.620003	-7.811468E-8
70.625000	-4.842877E-8
70.629997	-1.034932E-7
70.639999	-1.330627E-7
70.644997	-4.079193E-7
70.650002	-9.918585E-8
70.654999	1.071021E-8
70.660004	-1.330627E-7
70.669998	3.189780E-8
70.675003	1.207227E-7
70.680000	1.587905E-7
70.684998	1.798617E-7
70.690002	4.877802E-8
70.699997	2.222368E-7
70.705002	1.883600E-7
70.709999	2.770685E-8
70.714996	6.577466E-8
70.720001	1.071021E-8
70.730003	-1.372537E-7
70.735001	4.877802E-8
70.739998	2.010493E-7
70.745003	2.339948E-8
70.750000	9.953510E-8
70.760002	2.179295E-7
70.764999	9.534415E-8
70.769997	2.137385E-7
70.775002	2.855668E-7
70.779999	1.249136E-7
70.790001	2.010493E-7
70.794998	2.349261E-7
70.800003	2.728775E-7
70.805000	2.771849E-7
70.809998	1.714798E-7
70.820000	1.071021E-8
70.824997	1.376029E-7
70.830002	1.080334E-7
70.834999	1.841690E-7
70.839996	2.095476E-7
70.849998	1.629815E-7
70.855003	3.194436E-7
70.860001	2.179295E-7
70.864998	2.559973E-7
70.870003	4.378380E-7
70.879997	3.997702E-7
70.885002	4.040776E-7
70.889999	2.559973E-7
70.894997	2.052402E-7
70.900002	1.291046E-7
70.910004	3.025634E-7
70.915001	2.771849E-7
70.919998	2.339948E-8
70.925003	1.883600E-7
70.930000	1.417939E-7
70.940002	3.194436E-7
70.945000	2.940651E-7
70.949997	3.913883E-7
70.955002	5.858019E-7
70.959999	5.224720E-7
70.970001	6.704358E-7
70.974998	4.082685E-7
70.980003	5.308539E-7
70.985001	5.647307E-7
70.989998	5.478505E-7
