% Langmuir characteristic curve

% U (Volt)	I (A)
-13.733000	-5.856855E-7
-13.727000	-2.980232E-7
-13.721000	-4.122267E-7
-13.715000	-3.614696E-7
-13.709000	-4.461035E-7
-13.703000	-6.236369E-7
-13.697000	-5.052425E-7
-13.691000	-4.841713E-7
-13.685000	-7.124618E-7
-13.679000	-5.391194E-7
-13.673000	-5.644979E-7
-13.667000	-5.391194E-7
-13.661000	-2.853340E-7
-13.655000	-2.980232E-7
-13.649000	-5.391194E-7
-13.643000	-4.544854E-7
-13.637000	-3.699679E-7
-13.631000	-4.122267E-7
-13.625000	-3.192108E-7
-13.619000	-4.291069E-7
-13.613000	-5.222391E-7
-13.607000	-4.080357E-7
-13.601000	-4.376052E-7
-13.595000	-6.870832E-7
-13.589000	-6.955815E-7
-13.583000	-7.209601E-7
-13.577000	-5.940674E-7
-13.571000	-2.726447E-7
-13.565000	-2.345769E-7
-13.559000	-3.699679E-7
-13.553000	-4.417961E-7
-13.547000	-5.349284E-7
-13.541000	-7.590279E-7
-13.535000	-4.207250E-7
-13.529000	-3.402820E-7
-13.523000	-5.179318E-7
-13.517000	-5.306210E-7
-13.511000	-4.417961E-7
-13.505000	-4.798640E-7
-13.499000	-1.373701E-7
-13.493000	-2.345769E-7
-13.487000	-3.741588E-7
-13.481000	-2.557645E-7
-13.475000	-4.629837E-7
-13.469000	-3.699679E-7
-13.463000	-4.207250E-7
-13.457000	-3.065215E-7
-13.451000	-3.868481E-7
-13.445000	-8.661300E-8
-13.439000	-2.430752E-7
-13.433000	-6.913906E-7
-13.427000	-5.644979E-7
-13.421000	-4.291069E-7
-13.415000	-4.798640E-7
-13.409000	-5.813781E-7
-13.403000	-6.110640E-7
-13.397000	-6.490154E-7
-13.391000	-3.614696E-7
-13.385000	-2.388842E-7
-13.379000	-1.838198E-7
-13.373000	-3.529713E-7
-13.367000	-3.741588E-7
-13.361000	-4.587928E-7
-13.355000	-4.334142E-7
-13.349000	-3.699679E-7
-13.343000	-5.433103E-7
-13.337000	-4.798640E-7
-13.331000	-4.756730E-7
-13.325000	-4.249159E-7
-13.319000	-3.275927E-7
-13.313000	-3.741588E-7
-13.307000	-4.629837E-7
-13.301000	-3.995374E-7
-13.295000	-3.275927E-7
-13.289000	-5.264301E-7
-13.283000	-4.417961E-7
-13.277000	-2.472661E-7
-13.271000	1.490116E-8
-13.265000	-2.557645E-7
-13.258500	-1.965091E-7
-13.252500	-5.095499E-7
-13.246500	-4.671747E-7
-13.240500	-6.067567E-7
-13.234500	-3.953464E-7
-13.228500	-5.559996E-7
-13.222500	-5.433103E-7
-13.216500	-5.940674E-7
-13.210500	-3.487803E-7
-13.204500	-1.373701E-7
-13.198500	-5.052425E-7
-13.192500	-5.349284E-7
-13.186500	-3.487803E-7
-13.180500	-2.735760E-8
-13.174500	-1.330627E-7
-13.168500	-2.896413E-7
-13.162500	-6.279442E-7
-13.156500	-3.656605E-7
-13.150500	-5.603069E-7
-13.144500	-3.741588E-7
-13.138500	-3.656605E-7
-13.132500	-3.487803E-7
-13.126500	-3.275927E-7
-13.120500	-5.010515E-7
-13.114500	-3.699679E-7
-13.108500	-2.980232E-7
-13.102500	-6.279442E-7
-13.096500	-3.910391E-7
-13.090500	-6.542541E-8
-13.084500	-2.515735E-7
-13.078500	-1.542503E-7
-13.072500	-2.557645E-7
-13.066500	-6.997725E-7
-13.060500	-3.402820E-7
-13.054500	-4.249159E-7
-13.048500	-4.291069E-7
-13.042500	-9.239884E-7
-13.036500	-6.870832E-7
-13.030500	-4.376052E-7
-13.024500	-1.584413E-7
-13.018500	-1.881272E-7
-13.012500	-4.291069E-7
-13.006500	-3.487803E-7
-13.000500	-3.487803E-7
-12.994500	-2.684537E-7
-12.988500	-2.642628E-7
-12.982500	-3.319001E-7
-12.976500	-4.714821E-7
-12.970500	-4.841713E-7
-12.964500	-2.599554E-7
-12.958500	-4.080357E-7
-12.952500	-3.783498E-7
-12.946500	-3.656605E-7
-12.940500	-3.953464E-7
-12.934500	-3.741588E-7
-12.928500	-3.868481E-7
-12.922500	-4.080357E-7
-12.916500	-2.135057E-7
-12.910500	-1.034932E-7
-12.904500	-5.137408E-7
-12.898500	-2.599554E-7
-12.892500	-1.881272E-7
-12.886500	-5.137408E-7
-12.880500	-6.490154E-7
-12.874500	-4.164176E-7
-12.868500	-3.783498E-7
-12.862500	-7.717172E-7
-12.856500	-8.605421E-7
-12.850500	-7.717172E-7
-12.844500	-8.661300E-8
-12.838500	-2.642628E-7
-12.832500	-3.360910E-7
-12.826500	-3.656605E-7
-12.820500	-4.461035E-7
-12.814500	-3.656605E-7
-12.808500	-3.826572E-7
-12.802500	-4.249159E-7
-12.796500	-5.391194E-7
-12.790500	-4.544854E-7
-12.784500	-4.334142E-7
-12.778500	-5.052425E-7
-12.772500	-5.095499E-7
-12.766500	-4.502945E-7
-12.760500	-4.461035E-7
-12.754500	-2.218876E-7
-12.748500	-1.457520E-7
-12.742500	-4.291069E-7
-12.736500	-5.052425E-7
-12.730500	-4.376052E-7
-12.724500	-6.110640E-7
-12.718500	-4.968606E-7
-12.712500	-3.783498E-7
-12.706500	-4.883623E-7
-12.700500	-3.910391E-7
-12.694500	-2.515735E-7
-12.688500	-3.953464E-7
-12.682500	-9.958167E-7
-12.676500	-7.548369E-7
-12.670500	-6.955815E-7
-12.664500	-5.898764E-7
-12.658500	-3.192108E-7
-12.652500	-3.529713E-7
-12.646500	-5.052425E-7
-12.640500	-3.953464E-7
-12.634500	-3.826572E-7
-12.628500	-3.910391E-7
-12.622500	-3.572786E-7
-12.616500	-5.095499E-7
-12.610500	-4.671747E-7
-12.604500	-5.603069E-7
-12.598500	-2.599554E-7
-12.592500	-4.037283E-7
-12.586500	-2.557645E-7
-12.580500	-6.067567E-7
-12.574500	-4.544854E-7
-12.568000	-3.065215E-7
-12.562000	-3.910391E-7
-12.556000	-3.360910E-7
-12.550000	-3.656605E-7
-12.544000	-3.192108E-7
-12.538000	-3.783498E-7
-12.532000	-3.487803E-7
-12.526000	-5.940674E-7
-12.520000	-3.192108E-7
-12.514000	-4.714821E-7
-12.508000	-3.445894E-7
-12.502000	-2.303859E-7
-12.496000	-8.351635E-7
-12.490000	-7.970957E-7
-12.484000	-7.590279E-7
-12.478000	-1.669396E-7
-12.472000	-1.838198E-7
-12.466000	-2.938323E-7
-12.460000	-3.445894E-7
-12.454000	-5.273614E-8
-12.448000	-3.022142E-7
-12.442000	-2.218876E-7
-12.436000	-4.461035E-7
-12.430000	-5.603069E-7
-12.424000	-5.222391E-7
-12.418000	-3.910391E-7
-12.412000	-3.614696E-7
-12.406000	-3.107125E-7
-12.400000	-7.040799E-7
-12.394000	-4.376052E-7
-12.388000	-3.022142E-7
