% Langmuir characteristic curve

% U (Volt)	I (A)
-12.490000	-1.923181E-7
-12.484000	-6.542541E-8
-12.478000	-1.627486E-7
-12.472000	-2.176967E-7
-12.466000	-1.880107E-7
-12.460000	-2.599554E-7
-12.454000	-1.500593E-7
-12.448000	-3.910391E-7
-12.442000	-4.122267E-7
-12.436000	-3.656605E-7
-12.430000	-2.726447E-7
-12.424000	-2.430752E-7
-12.418000	-1.965091E-7
-12.412000	-2.557645E-7
-12.406000	-3.275927E-7
-12.400000	-1.838198E-7
-12.394000	-6.961636E-8
-12.388000	-1.584413E-7
-12.382000	-2.007000E-7
-12.376000	-2.387678E-7
-12.370000	-2.316665E-8
-12.364000	-1.119915E-7
-12.358000	-1.288718E-7
-12.352000	-3.953464E-7
-12.346000	-2.980232E-7
-12.340000	-2.853340E-7
-12.334000	-2.895249E-7
-12.328000	-5.137408E-7
-12.322000	-4.841713E-7
-12.316000	-4.587928E-7
-12.310000	-1.034932E-7
-12.304000	-2.133893E-7
-12.298000	-1.627486E-7
-12.292000	-1.923181E-7
-12.286000	-2.472661E-7
-12.280000	-3.487803E-7
-12.274000	-9.499490E-8
-12.268000	-3.107125E-7
-12.262000	-5.095499E-7
-12.256000	-2.557645E-7
-12.250000	-4.291069E-7
-12.244000	-3.995374E-7
-12.238000	-3.783498E-7
-12.232000	-3.192108E-7
-12.226000	-2.387678E-7
-12.220000	-2.091983E-7
-12.214000	-1.203734E-7
-12.208000	-3.585592E-8
-12.202000	-2.641464E-7
-12.196000	-2.430752E-7
-12.190000	-5.273614E-8
-12.184000	-2.895249E-7
-12.178000	-4.854519E-8
-12.172000	-4.376052E-7
-12.166000	-4.291069E-7
-12.160000	-2.303859E-7
-12.154000	-3.402820E-7
-12.148000	-3.107125E-7
-12.142000	-3.234018E-7
-12.136000	-5.518086E-7
-12.130000	-1.457520E-7
-12.124000	-9.499490E-8
-12.118000	-6.961636E-8
-12.112000	-2.260786E-7
-12.106000	-2.430752E-7
-12.100000	-2.895249E-7
-12.094000	-2.176967E-7
-12.088000	-1.796288E-7
-12.082000	-3.995374E-7
-12.076000	-3.868481E-7
-12.070000	-4.417961E-7
-12.064000	-1.457520E-7
-12.058000	-2.811430E-7
-12.052000	-2.430752E-7
-12.046000	-2.641464E-7
-12.040000	-3.529713E-7
-12.034000	-9.930227E-8
-12.028000	-6.542541E-8
-12.022000	-1.880107E-7
-12.016000	-2.472661E-7
-12.010000	-2.684537E-7
-12.004000	-6.961636E-8
-11.998000	-1.466833E-8
-11.992000	-4.080357E-7
-11.986000	-5.179318E-7
-11.980000	-3.783498E-7
-11.974000	-2.514571E-7
-11.968000	-2.726447E-7
-11.962000	-2.980232E-7
-11.956000	-2.980232E-7
-11.950000	-3.699679E-7
-11.944000	-7.811468E-8
-11.938000	-2.091983E-7
-11.932000	-1.246808E-7
-11.926000	-1.838198E-7
-11.920000	-2.345769E-7
-11.914000	-2.007000E-7
-11.908000	-2.557645E-7
-11.902000	-4.502945E-7
-11.896000	-3.445894E-7
-11.890000	-3.741588E-7
-11.884000	-2.768356E-7
-11.878000	-2.980232E-7
-11.871500	-1.838198E-7
-11.865500	-2.514571E-7
-11.859500	-2.768356E-7
-11.853500	-8.661300E-8
-11.847500	-6.123446E-8
-11.841500	-2.303859E-7
-11.835500	-1.923181E-7
-11.829500	-2.472661E-7
-11.823500	1.459848E-7
-11.817500	-2.735760E-8
-11.811500	-3.107125E-7
-11.805500	-2.938323E-7
-11.799500	-3.107125E-7
-11.793500	-1.542503E-7
-11.787500	-2.938323E-7
-11.781500	-4.629837E-7
-11.775500	-4.798640E-7
-11.769500	-4.037283E-7
-11.763500	-7.392373E-8
-11.757500	-9.499490E-8
-11.751500	-1.965091E-7
-11.745500	-2.007000E-7
-11.739500	-2.050074E-7
-11.733500	-4.461035E-7
-11.727500	-2.303859E-7
-11.721500	-1.288718E-7
-11.715500	-2.980232E-7
-11.709500	-3.487803E-7
-11.703500	-4.461035E-7
-11.697500	-1.373701E-7
-11.691500	-2.684537E-7
-11.685500	-5.391194E-7
-11.679500	-5.644979E-7
-11.673500	-3.319001E-7
-11.667500	-1.373701E-7
-11.661500	-9.499490E-8
-11.655500	-2.387678E-7
-11.649500	-2.303859E-7
-11.643500	8.684583E-8
-11.637500	-6.542541E-8
-11.631500	-1.885928E-8
-11.625500	-5.095499E-7
-11.619500	-3.699679E-7
-11.613500	-4.080357E-7
-11.607500	-2.387678E-7
-11.601500	-2.472661E-7
-11.595500	-4.925532E-7
-11.589500	-4.756730E-7
-11.583500	-2.684537E-7
-11.577500	3.608875E-8
-11.571500	-1.246808E-7
-11.565500	-2.514571E-7
-11.559500	-2.176967E-7
-11.553500	-2.007000E-7
-11.547500	-1.796288E-7
-11.541500	-1.373701E-7
-11.535500	-3.783498E-7
-11.529500	-3.656605E-7
-11.523500	-3.065215E-7
-11.517500	-2.091983E-7
-11.511500	-2.176967E-7
-11.505500	-1.373701E-7
-11.499500	-2.091983E-7
-11.493500	-1.838198E-7
-11.487500	-1.711305E-7
-11.481500	-1.415610E-7
-11.475500	-2.007000E-7
-11.469500	-3.149034E-7
-11.463500	5.296897E-8
-11.457500	-1.457520E-7
-11.451500	-4.004687E-8
-11.445500	-3.656605E-7
-11.439500	-3.656605E-7
-11.433500	-3.234018E-7
-11.427500	-1.457520E-7
-11.421500	-2.895249E-7
-11.415500	-2.007000E-7
-11.409500	-3.995374E-7
-11.403500	-2.007000E-7
-11.397500	-7.811468E-8
-11.391500	-4.854519E-8
-11.385500	-1.880107E-7
-11.379500	-3.107125E-7
-11.373500	-3.065215E-7
-11.367500	-2.050074E-7
-11.361500	-5.692709E-8
-11.355500	-2.938323E-7
-11.349500	-3.529713E-7
-11.343500	-2.684537E-7
-11.337500	-2.853340E-7
-11.331500	-2.514571E-7
-11.325500	-9.930227E-8
-11.319500	-2.599554E-7
-11.313500	-2.387678E-7
-11.307500	-1.457520E-7
-11.301500	-3.487803E-7
-11.295500	-2.007000E-7
-11.289500	-2.050074E-7
-11.283500	-2.684537E-7
-11.277500	-2.345769E-7
-11.271500	6.146729E-8
-11.265500	-2.007000E-7
-11.259500	-3.445894E-7
-11.253500	-3.614696E-7
-11.247500	-3.699679E-7
-11.241500	-3.445894E-7
-11.235500	-3.699679E-7
-11.229500	-3.445894E-7
-11.223500	-3.699679E-7
-11.217500	-1.034932E-7
-11.211500	-9.499490E-8
-11.205500	-6.961636E-8
-11.199500	-2.557645E-7
-11.193500	-1.669396E-7
-11.187500	-2.091983E-7
-11.181000	-2.303859E-7
-11.175000	-1.754379E-7
-11.169000	-3.149034E-7
-11.163000	-3.445894E-7
-11.157000	-2.514571E-7
-11.151000	-2.684537E-7
-11.145000	-3.192108E-7
-11.139000	-1.711305E-7
-11.133000	-3.149034E-7
-11.127000	-1.796288E-7
-11.121000	-9.930227E-8
-11.115000	-9.080395E-8
-11.109000	-2.726447E-7
-11.103000	-1.542503E-7
-11.097000	-1.885928E-8
-11.091000	-2.007000E-7
-11.085000	-7.392373E-8
-11.079000	-4.207250E-7
-11.073000	-3.868481E-7
-11.067000	-2.641464E-7
-11.061000	-2.514571E-7
-11.055000	-3.319001E-7
-11.049000	-4.080357E-7
-11.043000	-3.487803E-7
-11.037000	-8.661300E-8
-11.031000	1.490116E-8
-11.025000	-1.796288E-7
