Record Length,10000,Points,-167.79999714E-6,1.9599999,,Record Length,10000,Points,-167.79999714E-6,-12.0000001E-3,
Sample Interval,39.99999976E-9,s,-167.75999393E-6,1.9599999,,Sample Interval,39.99999976E-9,s,-167.75999393E-6,-12.0000001E-3,
Trigger Point,4.19500015E3,Samples,-167.71999071E-6,2.0400000,,Trigger Point,4.19500015E3,Samples,-167.71999071E-6,-16.0000008E-3,
,,,-167.68000205E-6,2.1199999,,,,,-167.68000205E-6,-12.0000001E-3,
,,,-167.63999884E-6,2.1199999,,,,,-167.63999884E-6,-8.000000380E-3,
,,,-167.59999562E-6,2.1199999,,,,,-167.59999562E-6,-8.000000380E-3,
Source,CH1,,-167.55999241E-6,2.1199999,,Source,CH2,,-167.55999241E-6,-8.000000380E-3,
Vertical Units,V,,-167.52000374E-6,2.2400000,,Vertical Units,V,,-167.52000374E-6,0.0,
Vertical Scale,999.999977648E-3,,-167.48000053E-6,2.2400000,,Vertical Scale,100.0000047E-3,,-167.48000053E-6,-4.00000019E-3,
Vertical Offset,0,,-167.43999731E-6,2.2400000,,Vertical Offset,0,,-167.43999731E-6,-8.000000380E-3,
Horizontal Units,s,,-167.39999410E-6,2.3199999,,Horizontal Units,s,,-167.39999410E-6,0.0,
Horizontal Scale,39.99999976E-6,,-167.35999088E-6,2.3199999,,Horizontal Scale,39.99999976E-6,,-167.35999088E-6,0.0,
Pt Fmt,Y,,-167.32000222E-6,2.3599999,,Pt Fmt,Y,,-167.32000222E-6,-4.00000019E-3,
Yzero,240.00000000E-3,,-167.27999900E-6,2.3999999,,Yzero,0.0,,-167.27999900E-6,-4.00000019E-3,
Probe Atten,1.000000,,-167.23999579E-6,2.4800000,,Probe Atten,1.000000,,-167.23999579E-6,-4.00000019E-3,
,,,-167.19999257E-6,2.3999999,,,,,-167.19999257E-6,0.0,
Note,TDS 3014C - 13:20:16   30.01.2023,,-167.16000391E-6,2.4800000,,Note,TDS 3014C - 13:20:16   30.01.2023,,-167.16000391E-6,4.00000019E-3,
,,,-167.12000070E-6,2.4800000,,,,,-167.12000070E-6,4.00000019E-3,
,,,-167.07999748E-6,2.5599999,,,,,-167.07999748E-6,0.0,
,,,-167.03999427E-6,2.5599999,,,,,-167.03999427E-6,4.00000019E-3,
,,,-166.99999105E-6,2.5599999,,,,,-166.99999105E-6,8.000000380E-3,
,,,-166.96000239E-6,2.6399999,,,,,-166.96000239E-6,4.00000019E-3,
,,,-166.91999917E-6,2.6399999,,,,,-166.91999917E-6,8.000000380E-3,
,,,-166.87999596E-6,2.6399999,,,,,-166.87999596E-6,12.0000001E-3,
,,,-166.83999274E-6,2.6799998,,,,,-166.83999274E-6,12.0000001E-3,
,,,-166.80000408E-6,2.72000003,,,,,-166.80000408E-6,12.0000001E-3,
,,,-166.76000087E-6,2.72000003,,,,,-166.76000087E-6,16.0000008E-3,
,,,-166.71999765E-6,2.75999999,,,,,-166.71999765E-6,12.0000001E-3,
,,,-166.67999444E-6,2.75999999,,,,,-166.67999444E-6,16.0000008E-3,
,,,-166.63999122E-6,2.79999995,,,,,-166.63999122E-6,16.0000008E-3,
,,,-166.60000256E-6,2.79999995,,,,,-166.60000256E-6,16.0000008E-3,
,,,-166.55999934E-6,2.87999988,,,,,-166.55999934E-6,20.0000014E-3,
,,,-166.51999613E-6,2.83999991,,,,,-166.51999613E-6,20.0000014E-3,
,,,-166.47999291E-6,2.79999995,,,,,-166.47999291E-6,20.0000014E-3,
,,,-166.44000425E-6,2.83999991,,,,,-166.44000425E-6,24.00000021E-3,
,,,-166.40000104E-6,2.79999995,,,,,-166.40000104E-6,24.00000021E-3,
,,,-166.35999782E-6,2.91999984,,,,,-166.35999782E-6,24.00000021E-3,
,,,-166.31999461E-6,2.91999984,,,,,-166.31999461E-6,24.00000021E-3,
,,,-166.27999139E-6,3.00000000,,,,,-166.27999139E-6,28.00000086E-3,
,,,-166.24000273E-6,2.91999984,,,,,-166.24000273E-6,28.00000086E-3,
,,,-166.19999951E-6,3.03999996,,,,,-166.19999951E-6,32.00000152E-3,
,,,-166.15999630E-6,3.00000000,,,,,-166.15999630E-6,28.00000086E-3,
,,,-166.11999308E-6,3.00000000,,,,,-166.11999308E-6,36.00000218E-3,
,,,-166.08000442E-6,3.03999996,,,,,-166.08000442E-6,36.00000218E-3,
,,,-166.04000120E-6,3.00000000,,,,,-166.04000120E-6,32.00000152E-3,
,,,-165.99999799E-6,3.07999992,,,,,-165.99999799E-6,40.00000283E-3,
,,,-165.95999477E-6,3.00000000,,,,,-165.95999477E-6,40.00000283E-3,
,,,-165.91999156E-6,3.00000000,,,,,-165.91999156E-6,40.00000283E-3,
,,,-165.88000290E-6,3.07999992,,,,,-165.88000290E-6,40.00000283E-3,
,,,-165.83999968E-6,3.15999985,,,,,-165.83999968E-6,44.00000349E-3,
,,,-165.79999647E-6,3.07999992,,,,,-165.79999647E-6,44.00000349E-3,
,,,-165.75999325E-6,3.03999996,,,,,-165.75999325E-6,52.00000107E-3,
,,,-165.71999004E-6,3.07999992,,,,,-165.71999004E-6,44.00000349E-3,
,,,-165.68000137E-6,3.07999992,,,,,-165.68000137E-6,48.00000042E-3,
,,,-165.63999816E-6,3.11999989,,,,,-165.63999816E-6,44.00000349E-3,
,,,-165.59999494E-6,3.11999989,,,,,-165.59999494E-6,52.00000107E-3,
,,,-165.55999173E-6,3.11999989,,,,,-165.55999173E-6,48.00000042E-3,
,,,-165.52000307E-6,3.11999989,,,,,-165.52000307E-6,56.000001729E-3,
